"The 2009 PSSA Science School Level Proficiency Results",,,,,,,,,,,,
"(Full Academic Year; No PASA Scores) Groups with less than 10 students assessed were removed from the file. Percentages were rounded to the nearest tenth. Proficiency percentages may not add up to 100 due to rounding.",,,,,,,,,,,,
,,,,,,,,,,,,
"AUN","School #","County","IU Number","District","School","Grade","Group","Number Scored Science","% Advanced Science","% Proficient Science","% Basic Science","% Below Basic Science"
124152003,"000001432","Chester",24,"DOWNINGTOWN AREA SD","PICKERING VALLEY EL",4,"Male",59,64.4,20.3,13.6,1.7
124152003,"000001432","Chester",24,"DOWNINGTOWN AREA SD","PICKERING VALLEY EL",4,"Female",35,62.9,37.1,0.0,0.0
124152003,"000001432","Chester",24,"DOWNINGTOWN AREA SD","PICKERING VALLEY EL",4,"White",72,66.7,25.0,8.3,0.0
124152003,"000001432","Chester",24,"DOWNINGTOWN AREA SD","PICKERING VALLEY EL",4,"Asian",17,70.6,23.5,5.9,0.0
124152003,"000001432","Chester",24,"DOWNINGTOWN AREA SD","PICKERING VALLEY EL",4,"IEP",17,47.1,23.5,23.5,5.9
124152003,"000007265","Chester",24,"DOWNINGTOWN AREA SD","SHAMONA CREEK EL SCH",4,"All students",106,65.1,33.0,1.9,0.0
124152003,"000007265","Chester",24,"DOWNINGTOWN AREA SD","SHAMONA CREEK EL SCH",4,"Male",50,68.0,32.0,0.0,0.0
124152003,"000007265","Chester",24,"DOWNINGTOWN AREA SD","SHAMONA CREEK EL SCH",4,"Female",56,62.5,33.9,3.6,0.0
124152003,"000007265","Chester",24,"DOWNINGTOWN AREA SD","SHAMONA CREEK EL SCH",4,"White",91,65.9,33.0,1.1,0.0
124152003,"000007265","Chester",24,"DOWNINGTOWN AREA SD","SHAMONA CREEK EL SCH",4,"Asian",10,80.0,10.0,10.0,0.0
124152003,"000007265","Chester",24,"DOWNINGTOWN AREA SD","SHAMONA CREEK EL SCH",4,"IEP",12,41.7,58.3,0.0,0.0
124152003,"000007990","Chester",24,"DOWNINGTOWN AREA SD","SPRINGTON MANOR EL SCH",4,"All students",109,66.1,27.5,6.4,0.0
124152003,"000007990","Chester",24,"DOWNINGTOWN AREA SD","SPRINGTON MANOR EL SCH",4,"Male",63,71.4,23.8,4.8,0.0
124152003,"000007990","Chester",24,"DOWNINGTOWN AREA SD","SPRINGTON MANOR EL SCH",4,"Female",46,58.7,32.6,8.7,0.0
124152003,"000007990","Chester",24,"DOWNINGTOWN AREA SD","SPRINGTON MANOR EL SCH",4,"White",104,66.3,27.9,5.8,0.0
124152003,"000007990","Chester",24,"DOWNINGTOWN AREA SD","SPRINGTON MANOR EL SCH",4,"IEP",11,9.1,45.5,45.5,0.0
124152003,"000006621","Chester",24,"DOWNINGTOWN AREA SD","UWCHLAN HILLS EL SCH",4,"All students",85,81.2,15.3,3.5,0.0
124152003,"000006621","Chester",24,"DOWNINGTOWN AREA SD","UWCHLAN HILLS EL SCH",4,"Male",45,84.4,8.9,6.7,0.0
124152003,"000006621","Chester",24,"DOWNINGTOWN AREA SD","UWCHLAN HILLS EL SCH",4,"Female",40,77.5,22.5,0.0,0.0
124152003,"000006621","Chester",24,"DOWNINGTOWN AREA SD","UWCHLAN HILLS EL SCH",4,"White",76,81.6,15.8,2.6,0.0
124152003,"000006621","Chester",24,"DOWNINGTOWN AREA SD","UWCHLAN HILLS EL SCH",4,"IEP",17,47.1,41.2,11.8,0.0
124152003,"000006477","Chester",24,"DOWNINGTOWN AREA SD","WEST BRADFORD EL SCH",4,"All students",81,63.0,34.6,1.2,1.2
124152003,"000006477","Chester",24,"DOWNINGTOWN AREA SD","WEST BRADFORD EL SCH",4,"Male",35,62.9,37.1,0.0,0.0
124152003,"000006477","Chester",24,"DOWNINGTOWN AREA SD","WEST BRADFORD EL SCH",4,"Female",46,63.0,32.6,2.2,2.2
124152003,"000006477","Chester",24,"DOWNINGTOWN AREA SD","WEST BRADFORD EL SCH",4,"White",76,61.8,35.5,1.3,1.3
124152003,"000006477","Chester",24,"DOWNINGTOWN AREA SD","WEST BRADFORD EL SCH",4,"IEP",13,46.2,38.5,7.7,7.7
124152003,"000007517","Chester",24,"DOWNINGTOWN AREA SD","DOWNINGTOWN MS",8,"All students",375,36.3,41.1,14.7,8.0
124152003,"000007517","Chester",24,"DOWNINGTOWN AREA SD","DOWNINGTOWN MS",8,"Male",191,38.2,40.8,11.5,9.4
124152003,"000007517","Chester",24,"DOWNINGTOWN AREA SD","DOWNINGTOWN MS",8,"Female",184,34.2,41.3,17.9,6.5
124152003,"000007517","Chester",24,"DOWNINGTOWN AREA SD","DOWNINGTOWN MS",8,"White",334,37.1,41.6,13.8,7.5
124152003,"000007517","Chester",24,"DOWNINGTOWN AREA SD","DOWNINGTOWN MS",8,"Black",18,16.7,27.8,33.3,22.2
124152003,"000007517","Chester",24,"DOWNINGTOWN AREA SD","DOWNINGTOWN MS",8,"Asian",17,52.9,41.2,5.9,0.0
124152003,"000007517","Chester",24,"DOWNINGTOWN AREA SD","DOWNINGTOWN MS",8,"IEP",50,10.0,32.0,24.0,34.0
124152003,"000007517","Chester",24,"DOWNINGTOWN AREA SD","DOWNINGTOWN MS",8,"Economically Disadvantaged",15,13.3,33.3,26.7,26.7
124152003,"000007516","Chester",24,"DOWNINGTOWN AREA SD","LIONVILLE MD SCH",8,"All students",511,38.9,40.5,13.1,7.4
124152003,"000007516","Chester",24,"DOWNINGTOWN AREA SD","LIONVILLE MD SCH",8,"Male",264,39.8,40.9,11.4,8.0
124152003,"000007516","Chester",24,"DOWNINGTOWN AREA SD","LIONVILLE MD SCH",8,"Female",246,38.2,40.2,15.0,6.5
124152003,"000007516","Chester",24,"DOWNINGTOWN AREA SD","LIONVILLE MD SCH",8,"White",446,39.9,40.6,13.7,5.8
124152003,"000007516","Chester",24,"DOWNINGTOWN AREA SD","LIONVILLE MD SCH",8,"Black",23,13.0,30.4,21.7,34.8
124152003,"000007516","Chester",24,"DOWNINGTOWN AREA SD","LIONVILLE MD SCH",8,"Hispanic",10,20.0,60.0,10.0,10.0
124152003,"000007516","Chester",24,"DOWNINGTOWN AREA SD","LIONVILLE MD SCH",8,"Asian",31,51.6,41.9,0.0,6.5
124152003,"000007516","Chester",24,"DOWNINGTOWN AREA SD","LIONVILLE MD SCH",8,"IEP",71,7.0,40.8,21.1,31.0
124152003,"000007516","Chester",24,"DOWNINGTOWN AREA SD","LIONVILLE MD SCH",8,"Economically Disadvantaged",21,4.8,42.9,14.3,38.1
124152003,"000007759","Chester",24,"DOWNINGTOWN AREA SD","DOWNINGTOWN HS EAST",11,"All students",471,34.0,29.5,31.0,5.5
124152003,"000007759","Chester",24,"DOWNINGTOWN AREA SD","DOWNINGTOWN HS EAST",11,"Male",249,36.1,28.1,28.9,6.8
124152003,"000007759","Chester",24,"DOWNINGTOWN AREA SD","DOWNINGTOWN HS EAST",11,"Female",222,31.5,31.1,33.3,4.1
124152003,"000007759","Chester",24,"DOWNINGTOWN AREA SD","DOWNINGTOWN HS EAST",11,"White",432,34.3,30.3,31.0,4.4
124152003,"000007759","Chester",24,"DOWNINGTOWN AREA SD","DOWNINGTOWN HS EAST",11,"Black",14,14.3,28.6,35.7,21.4
124152003,"000007759","Chester",24,"DOWNINGTOWN AREA SD","DOWNINGTOWN HS EAST",11,"Asian",18,50.0,11.1,33.3,5.6
124152003,"000007759","Chester",24,"DOWNINGTOWN AREA SD","DOWNINGTOWN HS EAST",11,"IEP",60,10.0,15.0,53.3,21.7
124152003,"000001387","Chester",24,"DOWNINGTOWN AREA SD","DOWNINGTOWN HS WEST",11,"All students",389,27.0,32.9,36.0,4.1
124152003,"000001387","Chester",24,"DOWNINGTOWN AREA SD","DOWNINGTOWN HS WEST",11,"Male",199,35.7,31.2,28.6,4.5
124152003,"000001387","Chester",24,"DOWNINGTOWN AREA SD","DOWNINGTOWN HS WEST",11,"Female",190,17.9,34.7,43.7,3.7
124152003,"000001387","Chester",24,"DOWNINGTOWN AREA SD","DOWNINGTOWN HS WEST",11,"White",353,28.6,33.1,35.4,2.8
124152003,"000001387","Chester",24,"DOWNINGTOWN AREA SD","DOWNINGTOWN HS WEST",11,"Black",20,5.0,25.0,45.0,25.0
124152003,"000001387","Chester",24,"DOWNINGTOWN AREA SD","DOWNINGTOWN HS WEST",11,"Asian",10,30.0,40.0,30.0,0.0
124152003,"000001387","Chester",24,"DOWNINGTOWN AREA SD","DOWNINGTOWN HS WEST",11,"IEP",56,5.4,25.0,58.9,10.7
124153510,"000007728","Chester",24,"GRAYSTONE ACADEMY CS","GRAYSTONE ACADEMY CS",4,"All students",45,6.7,60.0,26.7,6.7
124153510,"000007728","Chester",24,"GRAYSTONE ACADEMY CS","GRAYSTONE ACADEMY CS",4,"Male",19,10.5,68.4,15.8,5.3
124153510,"000007728","Chester",24,"GRAYSTONE ACADEMY CS","GRAYSTONE ACADEMY CS",4,"Female",26,3.8,53.8,34.6,7.7
124153510,"000007728","Chester",24,"GRAYSTONE ACADEMY CS","GRAYSTONE ACADEMY CS",4,"Black",25,4.0,60.0,28.0,8.0
124153510,"000007728","Chester",24,"GRAYSTONE ACADEMY CS","GRAYSTONE ACADEMY CS",4,"Hispanic",12,8.3,58.3,25.0,8.3
124153510,"000007728","Chester",24,"GRAYSTONE ACADEMY CS","GRAYSTONE ACADEMY CS",4,"Economically Disadvantaged",35,5.7,62.9,28.6,2.9
124153510,"000007728","Chester",24,"GRAYSTONE ACADEMY CS","GRAYSTONE ACADEMY CS",8,"All students",20,0.0,5.0,35.0,60.0
124153510,"000007728","Chester",24,"GRAYSTONE ACADEMY CS","GRAYSTONE ACADEMY CS",8,"Female",13,0.0,7.7,38.5,53.8
124153510,"000007728","Chester",24,"GRAYSTONE ACADEMY CS","GRAYSTONE ACADEMY CS",8,"Black",12,0.0,8.3,33.3,58.3
124153510,"000007728","Chester",24,"GRAYSTONE ACADEMY CS","GRAYSTONE ACADEMY CS",8,"Economically Disadvantaged",11,0.0,0.0,36.4,63.6
124153503,"000001368","Chester",24,"GREAT VALLEY SD","CHARLESTOWN EL SCH",4,"All students",48,81.3,18.8,0.0,0.0
124153503,"000001368","Chester",24,"GREAT VALLEY SD","CHARLESTOWN EL SCH",4,"Male",20,85.0,15.0,0.0,0.0
124153503,"000001368","Chester",24,"GREAT VALLEY SD","CHARLESTOWN EL SCH",4,"Female",28,78.6,21.4,0.0,0.0
124153503,"000001368","Chester",24,"GREAT VALLEY SD","CHARLESTOWN EL SCH",4,"White",44,79.5,20.5,0.0,0.0
124153503,"000007695","Chester",24,"GREAT VALLEY SD","GENERAL WAYNE EL SCH",4,"All students",82,57.3,41.5,1.2,0.0
124153503,"000007695","Chester",24,"GREAT VALLEY SD","GENERAL WAYNE EL SCH",4,"Male",52,55.8,42.3,1.9,0.0
124153503,"000007695","Chester",24,"GREAT VALLEY SD","GENERAL WAYNE EL SCH",4,"Female",30,60.0,40.0,0.0,0.0
124153503,"000007695","Chester",24,"GREAT VALLEY SD","GENERAL WAYNE EL SCH",4,"White",75,57.3,41.3,1.3,0.0
124153503,"000007695","Chester",24,"GREAT VALLEY SD","GENERAL WAYNE EL SCH",4,"IEP",15,26.7,66.7,6.7,0.0
124153503,"000006479","Chester",24,"GREAT VALLEY SD","MARKLEY EL SCH",4,"All students",101,80.2,17.8,2.0,0.0
124153503,"000006479","Chester",24,"GREAT VALLEY SD","MARKLEY EL SCH",4,"Male",50,80.0,18.0,2.0,0.0
124153503,"000006479","Chester",24,"GREAT VALLEY SD","MARKLEY EL SCH",4,"Female",51,80.4,17.6,2.0,0.0
124153503,"000006479","Chester",24,"GREAT VALLEY SD","MARKLEY EL SCH",4,"White",69,82.6,15.9,1.4,0.0
124153503,"000006479","Chester",24,"GREAT VALLEY SD","MARKLEY EL SCH",4,"Asian",31,74.2,22.6,3.2,0.0
124153503,"000006479","Chester",24,"GREAT VALLEY SD","MARKLEY EL SCH",4,"IEP",10,60.0,20.0,20.0,0.0
124153503,"000001461","Chester",24,"GREAT VALLEY SD","SUGARTOWN ELEM SCHOOL",4,"All students",91,60.4,36.3,1.1,2.2
124153503,"000001461","Chester",24,"GREAT VALLEY SD","SUGARTOWN ELEM SCHOOL",4,"Male",48,62.5,33.3,2.1,2.1
124153503,"000001461","Chester",24,"GREAT VALLEY SD","SUGARTOWN ELEM SCHOOL",4,"Female",43,58.1,39.5,0.0,2.3
124153503,"000001461","Chester",24,"GREAT VALLEY SD","SUGARTOWN ELEM SCHOOL",4,"White",74,66.2,31.1,0.0,2.7
124153503,"000001461","Chester",24,"GREAT VALLEY SD","SUGARTOWN ELEM SCHOOL",4,"IEP",16,25.0,56.3,6.3,12.5
124153503,"000001461","Chester",24,"GREAT VALLEY SD","SUGARTOWN ELEM SCHOOL",4,"Economically Disadvantaged",16,12.5,81.3,0.0,6.3
124153503,"000001422","Chester",24,"GREAT VALLEY SD","GREAT VALLEY MS",8,"All students",326,50.9,31.9,10.1,7.1
124153503,"000001422","Chester",24,"GREAT VALLEY SD","GREAT VALLEY MS",8,"Male",173,53.2,26.0,9.8,11.0
124153503,"000001422","Chester",24,"GREAT VALLEY SD","GREAT VALLEY MS",8,"Female",153,48.4,38.6,10.5,2.6
124153503,"000001422","Chester",24,"GREAT VALLEY SD","GREAT VALLEY MS",8,"White",286,50.3,33.2,9.4,7.0
124153503,"000001422","Chester",24,"GREAT VALLEY SD","GREAT VALLEY MS",8,"Hispanic",11,9.1,36.4,27.3,27.3
124153503,"000001422","Chester",24,"GREAT VALLEY SD","GREAT VALLEY MS",8,"Asian",26,80.8,15.4,3.8,0.0
124153503,"000001422","Chester",24,"GREAT VALLEY SD","GREAT VALLEY MS",8,"IEP",39,15.4,20.5,25.6,38.5
124153503,"000001422","Chester",24,"GREAT VALLEY SD","GREAT VALLEY MS",8,"Economically Disadvantaged",18,5.6,38.9,33.3,22.2
124153503,"000001424","Chester",24,"GREAT VALLEY SD","GREAT VALLEY HS",11,"All students",301,39.9,28.9,23.3,8.0
124153503,"000001424","Chester",24,"GREAT VALLEY SD","GREAT VALLEY HS",11,"Male",154,39.6,30.5,22.7,7.1
124153503,"000001424","Chester",24,"GREAT VALLEY SD","GREAT VALLEY HS",11,"Female",147,40.1,27.2,23.8,8.8
124153503,"000001424","Chester",24,"GREAT VALLEY SD","GREAT VALLEY HS",11,"White",265,38.5,30.2,24.5,6.8
124153503,"000001424","Chester",24,"GREAT VALLEY SD","GREAT VALLEY HS",11,"Asian",25,68.0,16.0,4.0,12.0
124153503,"000001424","Chester",24,"GREAT VALLEY SD","GREAT VALLEY HS",11,"IEP",47,8.5,17.0,36.2,38.3
124153503,"000001424","Chester",24,"GREAT VALLEY SD","GREAT VALLEY HS",11,"Economically Disadvantaged",15,20.0,13.3,20.0,46.7
124154003,"000001401","Chester",24,"KENNETT CONSOLIDATED SD","GREENWOOD EL SCH",4,"All students",103,79.6,15.5,3.9,1.0
124154003,"000001401","Chester",24,"KENNETT CONSOLIDATED SD","GREENWOOD EL SCH",4,"Male",59,83.1,13.6,3.4,0.0
124154003,"000001401","Chester",24,"KENNETT CONSOLIDATED SD","GREENWOOD EL SCH",4,"Female",43,76.7,18.6,4.7,0.0
124154003,"000001401","Chester",24,"KENNETT CONSOLIDATED SD","GREENWOOD EL SCH",4,"White",81,88.9,11.1,0.0,0.0
124154003,"000001401","Chester",24,"KENNETT CONSOLIDATED SD","GREENWOOD EL SCH",4,"Hispanic",15,40.0,40.0,20.0,0.0
124154003,"000001401","Chester",24,"KENNETT CONSOLIDATED SD","GREENWOOD EL SCH",4,"IEP",21,61.9,33.3,4.8,0.0
124154003,"000001401","Chester",24,"KENNETT CONSOLIDATED SD","GREENWOOD EL SCH",4,"Economically Disadvantaged",12,41.7,33.3,25.0,0.0
124154003,"000006481","Chester",24,"KENNETT CONSOLIDATED SD","MARY D LANG EL SCH",4,"All students",62,32.3,51.6,12.9,3.2
124154003,"000006481","Chester",24,"KENNETT CONSOLIDATED SD","MARY D LANG EL SCH",4,"Male",35,28.6,54.3,11.4,5.7
124154003,"000006481","Chester",24,"KENNETT CONSOLIDATED SD","MARY D LANG EL SCH",4,"Female",27,37.0,48.1,14.8,0.0
124154003,"000006481","Chester",24,"KENNETT CONSOLIDATED SD","MARY D LANG EL SCH",4,"White",15,53.3,46.7,0.0,0.0
124154003,"000006481","Chester",24,"KENNETT CONSOLIDATED SD","MARY D LANG EL SCH",4,"Hispanic",41,22.0,56.1,19.5,2.4
124154003,"000006481","Chester",24,"KENNETT CONSOLIDATED SD","MARY D LANG EL SCH",4,"IEP",13,15.4,61.5,23.1,0.0
124154003,"000006481","Chester",24,"KENNETT CONSOLIDATED SD","MARY D LANG EL SCH",4,"Economically Disadvantaged",43,25.6,55.8,14.0,4.7
124154003,"000001400","Chester",24,"KENNETT CONSOLIDATED SD","NEW GARDEN EL SCH",4,"All students",130,46.2,39.2,12.3,2.3
124154003,"000001400","Chester",24,"KENNETT CONSOLIDATED SD","NEW GARDEN EL SCH",4,"Male",70,47.1,40.0,10.0,2.9
124154003,"000001400","Chester",24,"KENNETT CONSOLIDATED SD","NEW GARDEN EL SCH",4,"Female",60,45.0,38.3,15.0,1.7
124154003,"000001400","Chester",24,"KENNETT CONSOLIDATED SD","NEW GARDEN EL SCH",4,"White",69,71.0,27.5,1.4,0.0
124154003,"000001400","Chester",24,"KENNETT CONSOLIDATED SD","NEW GARDEN EL SCH",4,"Hispanic",56,16.1,53.6,26.8,3.6
124154003,"000001400","Chester",24,"KENNETT CONSOLIDATED SD","NEW GARDEN EL SCH",4,"IEP",22,40.9,36.4,18.2,4.5
124154003,"000001400","Chester",24,"KENNETT CONSOLIDATED SD","NEW GARDEN EL SCH",4,"Economically Disadvantaged",52,15.4,55.8,25.0,3.8
124154003,"000006834","Chester",24,"KENNETT CONSOLIDATED SD","KENNETT MS",8,"All students",309,29.1,32.4,17.2,21.4
124154003,"000006834","Chester",24,"KENNETT CONSOLIDATED SD","KENNETT MS",8,"Male",162,35.2,30.9,13.6,20.4
124154003,"000006834","Chester",24,"KENNETT CONSOLIDATED SD","KENNETT MS",8,"Female",147,22.4,34.0,21.1,22.4
124154003,"000006834","Chester",24,"KENNETT CONSOLIDATED SD","KENNETT MS",8,"White",182,42.3,36.3,11.5,9.9
124154003,"000006834","Chester",24,"KENNETT CONSOLIDATED SD","KENNETT MS",8,"Black",16,12.5,31.3,25.0,31.3
124154003,"000006834","Chester",24,"KENNETT CONSOLIDATED SD","KENNETT MS",8,"Hispanic",103,6.8,24.3,27.2,41.7
124154003,"000006834","Chester",24,"KENNETT CONSOLIDATED SD","KENNETT MS",8,"IEP",48,10.4,22.9,12.5,54.2
124154003,"000006834","Chester",24,"KENNETT CONSOLIDATED SD","KENNETT MS",8,"ELL",20,0.0,0.0,25.0,75.0
124154003,"000006834","Chester",24,"KENNETT CONSOLIDATED SD","KENNETT MS",8,"Economically Disadvantaged",89,3.4,21.3,29.2,46.1
124154003,"000006482","Chester",24,"KENNETT CONSOLIDATED SD","KENNETT HS",11,"All students",270,32.2,24.4,27.4,15.9
124154003,"000006482","Chester",24,"KENNETT CONSOLIDATED SD","KENNETT HS",11,"Male",124,33.9,23.4,25.0,17.7
124154003,"000006482","Chester",24,"KENNETT CONSOLIDATED SD","KENNETT HS",11,"Female",146,30.8,25.3,29.5,14.4
124154003,"000006482","Chester",24,"KENNETT CONSOLIDATED SD","KENNETT HS",11,"White",186,44.1,30.1,21.5,4.3
124154003,"000006482","Chester",24,"KENNETT CONSOLIDATED SD","KENNETT HS",11,"Black",10,10.0,0.0,50.0,40.0
124154003,"000006482","Chester",24,"KENNETT CONSOLIDATED SD","KENNETT HS",11,"Hispanic",65,3.1,9.2,43.1,44.6
124154003,"000006482","Chester",24,"KENNETT CONSOLIDATED SD","KENNETT HS",11,"IEP",31,0.0,22.6,41.9,35.5
124154003,"000006482","Chester",24,"KENNETT CONSOLIDATED SD","KENNETT HS",11,"Economically Disadvantaged",47,2.1,10.6,42.6,44.7
124156503,"000001413","Chester",24,"OCTORARA AREA SD","OCTORARA AREA EL",4,"All students",214,51.4,37.4,9.8,1.4
124156503,"000001413","Chester",24,"OCTORARA AREA SD","OCTORARA AREA EL",4,"Male",120,50.8,35.8,11.7,1.7
124156503,"000001413","Chester",24,"OCTORARA AREA SD","OCTORARA AREA EL",4,"Female",94,52.1,39.4,7.4,1.1
124156503,"000001413","Chester",24,"OCTORARA AREA SD","OCTORARA AREA EL",4,"White",182,56.6,35.7,6.6,1.1
124156503,"000001413","Chester",24,"OCTORARA AREA SD","OCTORARA AREA EL",4,"Black",10,30.0,20.0,40.0,10.0
124156503,"000001413","Chester",24,"OCTORARA AREA SD","OCTORARA AREA EL",4,"Hispanic",18,16.7,55.6,27.8,0.0
124156503,"000001413","Chester",24,"OCTORARA AREA SD","OCTORARA AREA EL",4,"IEP",32,31.3,37.5,25.0,6.3
124156503,"000001413","Chester",24,"OCTORARA AREA SD","OCTORARA AREA EL",4,"Economically Disadvantaged",53,26.4,45.3,26.4,1.9
124156503,"000006484","Chester",24,"OCTORARA AREA SD","OCTORARA AREA MS",8,"All students",204,15.2,46.1,19.6,19.1
124156503,"000006484","Chester",24,"OCTORARA AREA SD","OCTORARA AREA MS",8,"Male",110,16.4,45.5,16.4,21.8
124156503,"000006484","Chester",24,"OCTORARA AREA SD","OCTORARA AREA MS",8,"Female",94,13.8,46.8,23.4,16.0
124156503,"000006484","Chester",24,"OCTORARA AREA SD","OCTORARA AREA MS",8,"White",175,17.7,48.6,20.6,13.1
124156503,"000006484","Chester",24,"OCTORARA AREA SD","OCTORARA AREA MS",8,"Black",10,0.0,30.0,10.0,60.0
124156503,"000006484","Chester",24,"OCTORARA AREA SD","OCTORARA AREA MS",8,"Hispanic",19,0.0,31.6,15.8,52.6
124156503,"000006484","Chester",24,"OCTORARA AREA SD","OCTORARA AREA MS",8,"IEP",40,5.0,20.0,22.5,52.5
124156503,"000006484","Chester",24,"OCTORARA AREA SD","OCTORARA AREA MS",8,"Economically Disadvantaged",52,0.0,40.4,17.3,42.3
124156503,"000001414","Chester",24,"OCTORARA AREA SD","OCTORARA AREA HS",11,"All students",195,9.7,22.6,50.8,16.9
124156503,"000001414","Chester",24,"OCTORARA AREA SD","OCTORARA AREA HS",11,"Male",102,10.8,17.6,51.0,20.6
124156503,"000001414","Chester",24,"OCTORARA AREA SD","OCTORARA AREA HS",11,"Female",93,8.6,28.0,50.5,12.9
124156503,"000001414","Chester",24,"OCTORARA AREA SD","OCTORARA AREA HS",11,"White",173,11.0,23.7,53.2,12.1
124156503,"000001414","Chester",24,"OCTORARA AREA SD","OCTORARA AREA HS",11,"Black",15,0.0,20.0,33.3,46.7
124156503,"000001414","Chester",24,"OCTORARA AREA SD","OCTORARA AREA HS",11,"IEP",37,2.7,0.0,40.5,56.8
124156503,"000001414","Chester",24,"OCTORARA AREA SD","OCTORARA AREA HS",11,"Economically Disadvantaged",23,0.0,17.4,30.4,52.2
124156603,"000007304","Chester",24,"OWEN J ROBERTS SD","EAST COVENTRY EL SCH",4,"All students",73,52.1,38.4,8.2,1.4
124156603,"000007304","Chester",24,"OWEN J ROBERTS SD","EAST COVENTRY EL SCH",4,"Male",35,62.9,22.9,11.4,2.9
124156603,"000007304","Chester",24,"OWEN J ROBERTS SD","EAST COVENTRY EL SCH",4,"Female",37,43.2,51.4,5.4,0.0
124156603,"000007304","Chester",24,"OWEN J ROBERTS SD","EAST COVENTRY EL SCH",4,"White",65,53.8,36.9,7.7,1.5
124156603,"000007304","Chester",24,"OWEN J ROBERTS SD","EAST COVENTRY EL SCH",4,"IEP",14,28.6,35.7,28.6,7.1
124156603,"000007304","Chester",24,"OWEN J ROBERTS SD","EAST COVENTRY EL SCH",4,"Economically Disadvantaged",10,50.0,30.0,20.0,0.0
124156603,"000007197","Chester",24,"OWEN J ROBERTS SD","FRENCH CREEK EL SCH",4,"All students",83,73.5,22.9,3.6,0.0
124156603,"000007197","Chester",24,"OWEN J ROBERTS SD","FRENCH CREEK EL SCH",4,"Male",46,76.1,21.7,2.2,0.0
124156603,"000007197","Chester",24,"OWEN J ROBERTS SD","FRENCH CREEK EL SCH",4,"Female",37,70.3,24.3,5.4,0.0
124156603,"000007197","Chester",24,"OWEN J ROBERTS SD","FRENCH CREEK EL SCH",4,"White",82,73.2,23.2,3.7,0.0
124156603,"000007197","Chester",24,"OWEN J ROBERTS SD","FRENCH CREEK EL SCH",4,"IEP",14,21.4,64.3,14.3,0.0
124156603,"000006487","Chester",24,"OWEN J ROBERTS SD","NORTH COVENTRY EL SC",4,"All students",85,54.1,38.8,5.9,1.2
124156603,"000006487","Chester",24,"OWEN J ROBERTS SD","NORTH COVENTRY EL SC",4,"Male",39,66.7,28.2,2.6,2.6
124156603,"000006487","Chester",24,"OWEN J ROBERTS SD","NORTH COVENTRY EL SC",4,"Female",46,43.5,47.8,8.7,0.0
124156603,"000006487","Chester",24,"OWEN J ROBERTS SD","NORTH COVENTRY EL SC",4,"White",82,54.9,37.8,6.1,1.2
124156603,"000006487","Chester",24,"OWEN J ROBERTS SD","NORTH COVENTRY EL SC",4,"IEP",19,21.1,57.9,15.8,5.3
124156603,"000007198","Chester",24,"OWEN J ROBERTS SD","VINCENT EL SCH",4,"All students",78,64.1,34.6,1.3,0.0
124156603,"000007198","Chester",24,"OWEN J ROBERTS SD","VINCENT EL SCH",4,"Male",44,68.2,31.8,0.0,0.0
124156603,"000007198","Chester",24,"OWEN J ROBERTS SD","VINCENT EL SCH",4,"Female",34,58.8,38.2,2.9,0.0
124156603,"000007198","Chester",24,"OWEN J ROBERTS SD","VINCENT EL SCH",4,"White",76,64.5,34.2,1.3,0.0
124156603,"000007198","Chester",24,"OWEN J ROBERTS SD","VINCENT EL SCH",4,"IEP",18,44.4,50.0,5.6,0.0
124156603,"000007994","Chester",24,"OWEN J ROBERTS SD","WEST VINCENT EL SCH",4,"All students",68,72.1,25.0,2.9,0.0
124156603,"000007994","Chester",24,"OWEN J ROBERTS SD","WEST VINCENT EL SCH",4,"Male",35,74.3,22.9,2.9,0.0
124156603,"000007994","Chester",24,"OWEN J ROBERTS SD","WEST VINCENT EL SCH",4,"Female",33,69.7,27.3,3.0,0.0
124156603,"000007994","Chester",24,"OWEN J ROBERTS SD","WEST VINCENT EL SCH",4,"White",67,73.1,23.9,3.0,0.0
124156603,"000007994","Chester",24,"OWEN J ROBERTS SD","WEST VINCENT EL SCH",4,"IEP",13,53.8,30.8,15.4,0.0
124156603,"000005010","Chester",24,"OWEN J ROBERTS SD","OWEN J ROBERTS MS",8,"All students",340,43.8,33.5,14.4,8.2
124156603,"000005010","Chester",24,"OWEN J ROBERTS SD","OWEN J ROBERTS MS",8,"Male",172,47.1,30.2,15.1,7.6
124156603,"000005010","Chester",24,"OWEN J ROBERTS SD","OWEN J ROBERTS MS",8,"Female",168,40.5,36.9,13.7,8.9
124156603,"000005010","Chester",24,"OWEN J ROBERTS SD","OWEN J ROBERTS MS",8,"White",322,45.7,33.5,13.7,7.1
124156603,"000005010","Chester",24,"OWEN J ROBERTS SD","OWEN J ROBERTS MS",8,"Black",13,7.7,38.5,23.1,30.8
124156603,"000005010","Chester",24,"OWEN J ROBERTS SD","OWEN J ROBERTS MS",8,"IEP",66,22.7,15.2,30.3,31.8
124156603,"000005010","Chester",24,"OWEN J ROBERTS SD","OWEN J ROBERTS MS",8,"Economically Disadvantaged",29,17.2,34.5,34.5,13.8
124156603,"000001406","Chester",24,"OWEN J ROBERTS SD","OWEN J ROBERTS HS",11,"All students",302,28.1,34.8,33.1,4.0
124156603,"000001406","Chester",24,"OWEN J ROBERTS SD","OWEN J ROBERTS HS",11,"Male",147,29.9,29.9,36.1,4.1
