"The 2009 PSSA Writing School Level Proficiency Results",,,,,,,,,,,,
"(Full Academic Year; No PASA Scores) Groups with less than 10 students assessed were removed from the file. Percentages were rounded to the nearest tenth. Proficiency percentages may not add up to 100 due to rounding.",,,,,,,,,,,,
,,,,,,,,,,,,
"AUN","School #","County","IU Number","District","School","Grade","Group","Number Scored Writing","% Advanced Writing","% Proficient Writing","% Basic Writing","% Below Basic Writing"
114064003,"000006316","Berks",14,"KUTZTOWN AREA SD","KUTZTOWN EL SCH",5,"IEP",16,0.0,56.3,43.8,0.0
114064003,"000000812","Berks",14,"KUTZTOWN AREA SD","MAXATAWNY EL SCH",5,"All students",15,0.0,66.7,33.3,0.0
114064003,"000000812","Berks",14,"KUTZTOWN AREA SD","MAXATAWNY EL SCH",5,"White",15,0.0,66.7,33.3,0.0
114065503,"000008006","Berks",14,"MUHLENBERG SD","C E COLE INTERMEDIATE SCH",5,"All students",271,1.5,43.2,55.0,0.4
114065503,"000008006","Berks",14,"MUHLENBERG SD","C E COLE INTERMEDIATE SCH",5,"Male",139,0.0,39.6,59.7,0.7
114065503,"000008006","Berks",14,"MUHLENBERG SD","C E COLE INTERMEDIATE SCH",5,"Female",132,3.0,47.0,50.0,0.0
114065503,"000008006","Berks",14,"MUHLENBERG SD","C E COLE INTERMEDIATE SCH",5,"White",206,1.5,44.7,53.4,0.5
114065503,"000008006","Berks",14,"MUHLENBERG SD","C E COLE INTERMEDIATE SCH",5,"Hispanic",48,0.0,39.6,60.4,0.0
114065503,"000008006","Berks",14,"MUHLENBERG SD","C E COLE INTERMEDIATE SCH",5,"IEP",36,0.0,22.2,75.0,2.8
114065503,"000008006","Berks",14,"MUHLENBERG SD","C E COLE INTERMEDIATE SCH",5,"Economically Disadvantaged",89,0.0,31.5,67.4,1.1
114065503,"000006610","Berks",14,"MUHLENBERG SD","MUHLENBERG HS",11,"All students",303,12.9,72.3,14.5,0.3
114065503,"000006610","Berks",14,"MUHLENBERG SD","MUHLENBERG HS",11,"Male",163,8.6,74.2,16.6,0.6
114065503,"000006610","Berks",14,"MUHLENBERG SD","MUHLENBERG HS",11,"Female",140,17.9,70.0,12.1,0.0
114065503,"000006610","Berks",14,"MUHLENBERG SD","MUHLENBERG HS",11,"White",221,14.9,71.9,13.1,0.0
114065503,"000006610","Berks",14,"MUHLENBERG SD","MUHLENBERG HS",11,"Black",18,11.1,61.1,27.8,0.0
114065503,"000006610","Berks",14,"MUHLENBERG SD","MUHLENBERG HS",11,"Hispanic",55,7.3,74.5,16.4,1.8
114065503,"000006610","Berks",14,"MUHLENBERG SD","MUHLENBERG HS",11,"IEP",34,0.0,44.1,55.9,0.0
114065503,"000006610","Berks",14,"MUHLENBERG SD","MUHLENBERG HS",11,"ELL",11,0.0,54.5,36.4,9.1
114065503,"000006610","Berks",14,"MUHLENBERG SD","MUHLENBERG HS",11,"Economically Disadvantaged",74,5.4,67.6,25.7,1.4
114065503,"000000827","Berks",14,"MUHLENBERG SD","MUHLENBERG MS",8,"All students",271,8.9,68.3,21.0,1.8
114065503,"000000827","Berks",14,"MUHLENBERG SD","MUHLENBERG MS",8,"Male",132,5.3,64.4,28.0,2.3
114065503,"000000827","Berks",14,"MUHLENBERG SD","MUHLENBERG MS",8,"Female",139,12.2,71.9,14.4,1.4
114065503,"000000827","Berks",14,"MUHLENBERG SD","MUHLENBERG MS",8,"White",201,10.9,69.2,19.4,0.5
114065503,"000000827","Berks",14,"MUHLENBERG SD","MUHLENBERG MS",8,"Black",13,0.0,76.9,23.1,0.0
114065503,"000000827","Berks",14,"MUHLENBERG SD","MUHLENBERG MS",8,"Hispanic",51,2.0,66.7,27.5,3.9
114065503,"000000827","Berks",14,"MUHLENBERG SD","MUHLENBERG MS",8,"IEP",38,0.0,31.6,63.2,5.3
114065503,"000000827","Berks",14,"MUHLENBERG SD","MUHLENBERG MS",8,"Economically Disadvantaged",79,2.5,67.1,27.8,2.5
114066503,"000007378","Berks",14,"OLEY VALLEY SD","OLEY VALLEY EL SCH",5,"All students",117,0.9,69.2,29.9,0.0
114066503,"000007378","Berks",14,"OLEY VALLEY SD","OLEY VALLEY EL SCH",5,"Male",49,0.0,55.1,44.9,0.0
114066503,"000007378","Berks",14,"OLEY VALLEY SD","OLEY VALLEY EL SCH",5,"Female",68,1.5,79.4,19.1,0.0
114066503,"000007378","Berks",14,"OLEY VALLEY SD","OLEY VALLEY EL SCH",5,"White",115,0.9,69.6,29.6,0.0
114066503,"000007378","Berks",14,"OLEY VALLEY SD","OLEY VALLEY EL SCH",5,"IEP",13,0.0,38.5,61.5,0.0
114066503,"000006319","Berks",14,"OLEY VALLEY SD","OLEY VALLEY MS",8,"All students",142,9.2,71.8,18.3,0.7
114066503,"000006319","Berks",14,"OLEY VALLEY SD","OLEY VALLEY MS",8,"Male",67,6.0,67.2,26.9,0.0
114066503,"000006319","Berks",14,"OLEY VALLEY SD","OLEY VALLEY MS",8,"Female",75,12.0,76.0,10.7,1.3
114066503,"000006319","Berks",14,"OLEY VALLEY SD","OLEY VALLEY MS",8,"White",140,9.3,71.4,18.6,0.7
114066503,"000006319","Berks",14,"OLEY VALLEY SD","OLEY VALLEY MS",8,"IEP",24,0.0,29.2,66.7,4.2
114066503,"000006319","Berks",14,"OLEY VALLEY SD","OLEY VALLEY MS",8,"Economically Disadvantaged",18,5.6,55.6,33.3,5.6
114066503,"000006318","Berks",14,"OLEY VALLEY SD","OLEY VALLEY SHS",11,"All students",189,10.1,68.3,20.1,1.6
114066503,"000006318","Berks",14,"OLEY VALLEY SD","OLEY VALLEY SHS",11,"Male",98,9.2,59.2,28.6,3.1
114066503,"000006318","Berks",14,"OLEY VALLEY SD","OLEY VALLEY SHS",11,"Female",90,11.1,78.9,10.0,0.0
114066503,"000006318","Berks",14,"OLEY VALLEY SD","OLEY VALLEY SHS",11,"White",185,10.3,68.6,19.5,1.6
114066503,"000006318","Berks",14,"OLEY VALLEY SD","OLEY VALLEY SHS",11,"IEP",29,0.0,34.5,55.2,10.3
114066503,"000006318","Berks",14,"OLEY VALLEY SD","OLEY VALLEY SHS",11,"Economically Disadvantaged",19,5.3,78.9,15.8,0.0
214065502,"214065502","Berks",14,"PINE FORGE ACADEMY","PINE FORGE ACADEMY",11,"All students",42,11.9,81.0,7.1,0.0
114067002,"000007484","Berks",14,"READING SD","10TH & PENN EL",5,"All students",50,2.0,16.0,80.0,2.0
114067002,"000007484","Berks",14,"READING SD","10TH & PENN EL",5,"Male",24,4.2,4.2,87.5,4.2
114067002,"000007484","Berks",14,"READING SD","10TH & PENN EL",5,"Female",26,0.0,26.9,73.1,0.0
114067002,"000007484","Berks",14,"READING SD","10TH & PENN EL",5,"Hispanic",45,2.2,13.3,82.2,2.2
114067002,"000007484","Berks",14,"READING SD","10TH & PENN EL",5,"Economically Disadvantaged",46,2.2,17.4,78.3,2.2
114067002,"000000840","Berks",14,"READING SD","AMANDA E STOUT EL SC",5,"All students",83,0.0,31.3,67.5,1.2
114067002,"000000840","Berks",14,"READING SD","AMANDA E STOUT EL SC",5,"Male",48,0.0,22.9,75.0,2.1
114067002,"000000840","Berks",14,"READING SD","AMANDA E STOUT EL SC",5,"Female",35,0.0,42.9,57.1,0.0
114067002,"000000840","Berks",14,"READING SD","AMANDA E STOUT EL SC",5,"White",10,0.0,50.0,50.0,0.0
114067002,"000000840","Berks",14,"READING SD","AMANDA E STOUT EL SC",5,"Black",12,0.0,16.7,83.3,0.0
114067002,"000000840","Berks",14,"READING SD","AMANDA E STOUT EL SC",5,"Hispanic",61,0.0,31.1,67.2,1.6
114067002,"000000840","Berks",14,"READING SD","AMANDA E STOUT EL SC",5,"IEP",17,0.0,5.9,88.2,5.9
114067002,"000000840","Berks",14,"READING SD","AMANDA E STOUT EL SC",5,"ELL",15,0.0,6.7,93.3,0.0
114067002,"000000840","Berks",14,"READING SD","AMANDA E STOUT EL SC",5,"Economically Disadvantaged",69,0.0,30.4,69.6,0.0
114067002,"000000844","Berks",14,"READING SD","GLENSIDE EL SCH",5,"All students",54,0.0,11.1,85.2,3.7
114067002,"000000844","Berks",14,"READING SD","GLENSIDE EL SCH",5,"Male",29,0.0,0.0,96.6,3.4
114067002,"000000844","Berks",14,"READING SD","GLENSIDE EL SCH",5,"Female",25,0.0,24.0,72.0,4.0
114067002,"000000844","Berks",14,"READING SD","GLENSIDE EL SCH",5,"Hispanic",43,0.0,11.6,83.7,4.7
114067002,"000000844","Berks",14,"READING SD","GLENSIDE EL SCH",5,"IEP",14,0.0,0.0,85.7,14.3
114067002,"000000844","Berks",14,"READING SD","GLENSIDE EL SCH",5,"ELL",10,0.0,0.0,90.0,10.0
114067002,"000000844","Berks",14,"READING SD","GLENSIDE EL SCH",5,"Economically Disadvantaged",48,0.0,10.4,85.4,4.2
114067002,"000000852","Berks",14,"READING SD","LAUERS PARK EL SCH",5,"All students",99,0.0,28.3,69.7,2.0
114067002,"000000852","Berks",14,"READING SD","LAUERS PARK EL SCH",5,"Male",53,0.0,18.9,81.1,0.0
114067002,"000000852","Berks",14,"READING SD","LAUERS PARK EL SCH",5,"Female",46,0.0,39.1,56.5,4.3
114067002,"000000852","Berks",14,"READING SD","LAUERS PARK EL SCH",5,"Black",17,0.0,29.4,70.6,0.0
114067002,"000000852","Berks",14,"READING SD","LAUERS PARK EL SCH",5,"Hispanic",79,0.0,26.6,70.9,2.5
114067002,"000000852","Berks",14,"READING SD","LAUERS PARK EL SCH",5,"IEP",13,0.0,0.0,100.0,0.0
114067002,"000000852","Berks",14,"READING SD","LAUERS PARK EL SCH",5,"ELL",17,0.0,0.0,88.2,11.8
114067002,"000000852","Berks",14,"READING SD","LAUERS PARK EL SCH",5,"Economically Disadvantaged",93,0.0,28.0,69.9,2.2
114067002,"000000851","Berks",14,"READING SD","MILLMONT EL SCH",5,"All students",18,0.0,77.8,22.2,0.0
114067002,"000000851","Berks",14,"READING SD","MILLMONT EL SCH",5,"Female",11,0.0,81.8,18.2,0.0
114067002,"000000851","Berks",14,"READING SD","MILLMONT EL SCH",5,"Hispanic",13,0.0,76.9,23.1,0.0
114067002,"000000851","Berks",14,"READING SD","MILLMONT EL SCH",5,"Economically Disadvantaged",15,0.0,80.0,20.0,0.0
114067002,"000000858","Berks",14,"READING SD","NORTHEAST MS",8,"All students",349,2.3,42.7,47.9,7.2
114067002,"000000858","Berks",14,"READING SD","NORTHEAST MS",8,"Male",173,1.2,36.4,50.9,11.6
114067002,"000000858","Berks",14,"READING SD","NORTHEAST MS",8,"Female",176,3.4,48.9,44.9,2.8
114067002,"000000858","Berks",14,"READING SD","NORTHEAST MS",8,"White",50,6.0,48.0,40.0,6.0
114067002,"000000858","Berks",14,"READING SD","NORTHEAST MS",8,"Black",35,5.7,48.6,45.7,0.0
114067002,"000000858","Berks",14,"READING SD","NORTHEAST MS",8,"Hispanic",262,1.1,40.5,50.0,8.4
114067002,"000000858","Berks",14,"READING SD","NORTHEAST MS",8,"IEP",74,0.0,14.9,68.9,16.2
114067002,"000000858","Berks",14,"READING SD","NORTHEAST MS",8,"ELL",43,0.0,4.7,67.4,27.9
114067002,"000000858","Berks",14,"READING SD","NORTHEAST MS",8,"Economically Disadvantaged",295,2.7,40.3,49.2,7.8
114067002,"000005206","Berks",14,"READING SD","NORTHWEST EL SCH",5,"All students",116,0.0,31.9,68.1,0.0
114067002,"000005206","Berks",14,"READING SD","NORTHWEST EL SCH",5,"Male",68,0.0,26.5,73.5,0.0
114067002,"000005206","Berks",14,"READING SD","NORTHWEST EL SCH",5,"Female",48,0.0,39.6,60.4,0.0
114067002,"000005206","Berks",14,"READING SD","NORTHWEST EL SCH",5,"Black",14,0.0,28.6,71.4,0.0
114067002,"000005206","Berks",14,"READING SD","NORTHWEST EL SCH",5,"Hispanic",95,0.0,33.7,66.3,0.0
114067002,"000005206","Berks",14,"READING SD","NORTHWEST EL SCH",5,"IEP",20,0.0,5.0,95.0,0.0
114067002,"000005206","Berks",14,"READING SD","NORTHWEST EL SCH",5,"ELL",22,0.0,13.6,86.4,0.0
114067002,"000005206","Berks",14,"READING SD","NORTHWEST EL SCH",5,"Economically Disadvantaged",101,0.0,32.7,67.3,0.0
114067002,"000000856","Berks",14,"READING SD","NORTHWEST MS",8,"All students",305,2.0,36.7,52.1,9.2
114067002,"000000856","Berks",14,"READING SD","NORTHWEST MS",8,"Male",146,0.0,30.1,56.2,13.7
114067002,"000000856","Berks",14,"READING SD","NORTHWEST MS",8,"Female",159,3.8,42.8,48.4,5.0
114067002,"000000856","Berks",14,"READING SD","NORTHWEST MS",8,"White",22,4.5,40.9,40.9,13.6
114067002,"000000856","Berks",14,"READING SD","NORTHWEST MS",8,"Black",58,1.7,39.7,51.7,6.9
114067002,"000000856","Berks",14,"READING SD","NORTHWEST MS",8,"Hispanic",223,1.8,35.4,53.4,9.4
114067002,"000000856","Berks",14,"READING SD","NORTHWEST MS",8,"IEP",53,0.0,15.1,58.5,26.4
114067002,"000000856","Berks",14,"READING SD","NORTHWEST MS",8,"ELL",23,0.0,13.0,56.5,30.4
114067002,"000000856","Berks",14,"READING SD","NORTHWEST MS",8,"Economically Disadvantaged",279,1.4,37.3,53.0,8.2
114067002,"000000859","Berks",14,"READING SD","READING SHS",11,"All students",838,2.9,66.8,24.8,5.5
114067002,"000000859","Berks",14,"READING SD","READING SHS",11,"Male",434,2.8,61.3,28.6,7.4
114067002,"000000859","Berks",14,"READING SD","READING SHS",11,"Female",404,3.0,72.8,20.8,3.5
114067002,"000000859","Berks",14,"READING SD","READING SHS",11,"White",122,7.4,73.8,15.6,3.3
114067002,"000000859","Berks",14,"READING SD","READING SHS",11,"Black",120,1.7,68.3,25.0,5.0
114067002,"000000859","Berks",14,"READING SD","READING SHS",11,"Hispanic",588,2.2,65.1,26.5,6.1
114067002,"000000859","Berks",14,"READING SD","READING SHS",11,"IEP",135,0.0,29.6,48.1,22.2
114067002,"000000859","Berks",14,"READING SD","READING SHS",11,"ELL",86,0.0,36.0,51.2,12.8
114067002,"000000859","Berks",14,"READING SD","READING SHS",11,"Economically Disadvantaged",665,1.8,66.3,26.0,5.9
114067002,"000000845","Berks",14,"READING SD","RIVERSIDE EL SCH",5,"All students",119,0.0,13.4,80.7,5.9
114067002,"000000845","Berks",14,"READING SD","RIVERSIDE EL SCH",5,"Male",58,0.0,8.6,81.0,10.3
114067002,"000000845","Berks",14,"READING SD","RIVERSIDE EL SCH",5,"Female",61,0.0,18.0,80.3,1.6
114067002,"000000845","Berks",14,"READING SD","RIVERSIDE EL SCH",5,"Black",21,0.0,4.8,85.7,9.5
114067002,"000000845","Berks",14,"READING SD","RIVERSIDE EL SCH",5,"Hispanic",89,0.0,13.5,80.9,5.6
114067002,"000000845","Berks",14,"READING SD","RIVERSIDE EL SCH",5,"IEP",24,0.0,4.2,70.8,25.0
114067002,"000000845","Berks",14,"READING SD","RIVERSIDE EL SCH",5,"ELL",19,0.0,0.0,89.5,10.5
114067002,"000000845","Berks",14,"READING SD","RIVERSIDE EL SCH",5,"Economically Disadvantaged",106,0.0,13.2,80.2,6.6
114067002,"000005028","Berks",14,"READING SD","SIXTEENTH & HAAK EL",5,"All students",93,0.0,29.0,69.9,1.1
114067002,"000005028","Berks",14,"READING SD","SIXTEENTH & HAAK EL",5,"Male",35,0.0,22.9,77.1,0.0
114067002,"000005028","Berks",14,"READING SD","SIXTEENTH & HAAK EL",5,"Female",58,0.0,32.8,65.5,1.7
114067002,"000005028","Berks",14,"READING SD","SIXTEENTH & HAAK EL",5,"White",19,0.0,36.8,57.9,5.3
114067002,"000005028","Berks",14,"READING SD","SIXTEENTH & HAAK EL",5,"Black",18,0.0,16.7,83.3,0.0
114067002,"000005028","Berks",14,"READING SD","SIXTEENTH & HAAK EL",5,"Hispanic",55,0.0,29.1,70.9,0.0
114067002,"000005028","Berks",14,"READING SD","SIXTEENTH & HAAK EL",5,"IEP",12,0.0,8.3,83.3,8.3
114067002,"000005028","Berks",14,"READING SD","SIXTEENTH & HAAK EL",5,"Economically Disadvantaged",78,0.0,28.2,71.8,0.0
114067002,"000000855","Berks",14,"READING SD","SOUTHERN MS",8,"All students",250,0.8,30.0,48.0,21.2
114067002,"000000855","Berks",14,"READING SD","SOUTHERN MS",8,"Male",133,0.8,18.8,49.6,30.8
114067002,"000000855","Berks",14,"READING SD","SOUTHERN MS",8,"Female",116,0.9,43.1,46.6,9.5
114067002,"000000855","Berks",14,"READING SD","SOUTHERN MS",8,"White",37,5.4,48.6,40.5,5.4
114067002,"000000855","Berks",14,"READING SD","SOUTHERN MS",8,"Black",25,0.0,40.0,36.0,24.0
114067002,"000000855","Berks",14,"READING SD","SOUTHERN MS",8,"Hispanic",182,0.0,24.7,52.2,23.1
114067002,"000000855","Berks",14,"READING SD","SOUTHERN MS",8,"IEP",46,0.0,0.0,50.0,50.0
114067002,"000000855","Berks",14,"READING SD","SOUTHERN MS",8,"ELL",45,0.0,2.2,51.1,46.7
114067002,"000000855","Berks",14,"READING SD","SOUTHERN MS",8,"Economically Disadvantaged",222,0.5,27.9,49.5,22.1
114067002,"000000857","Berks",14,"READING SD","SOUTHWEST MS",8,"All students",181,0.6,30.9,50.8,17.7
114067002,"000000857","Berks",14,"READING SD","SOUTHWEST MS",8,"Male",103,1.0,20.4,54.4,24.3
114067002,"000000857","Berks",14,"READING SD","SOUTHWEST MS",8,"Female",78,0.0,44.9,46.2,9.0
114067002,"000000857","Berks",14,"READING SD","SOUTHWEST MS",8,"White",11,0.0,45.5,36.4,18.2
114067002,"000000857","Berks",14,"READING SD","SOUTHWEST MS",8,"Black",24,0.0,37.5,58.3,4.2
114067002,"000000857","Berks",14,"READING SD","SOUTHWEST MS",8,"Hispanic",146,0.7,28.8,50.7,19.9
114067002,"000000857","Berks",14,"READING SD","SOUTHWEST MS",8,"IEP",43,0.0,11.6,51.2,37.2
114067002,"000000857","Berks",14,"READING SD","SOUTHWEST MS",8,"ELL",15,0.0,20.0,40.0,40.0
114067002,"000000857","Berks",14,"READING SD","SOUTHWEST MS",8,"Economically Disadvantaged",171,0.6,30.4,50.9,18.1
114067002,"000005026","Berks",14,"READING SD","TENTH & GREEN EL SCH",5,"All students",71,0.0,15.5,84.5,0.0
114067002,"000005026","Berks",14,"READING SD","TENTH & GREEN EL SCH",5,"Male",34,0.0,14.7,85.3,0.0
114067002,"000005026","Berks",14,"READING SD","TENTH & GREEN EL SCH",5,"Female",37,0.0,16.2,83.8,0.0
114067002,"000005026","Berks",14,"READING SD","TENTH & GREEN EL SCH",5,"Hispanic",64,0.0,14.1,85.9,0.0
114067002,"000005026","Berks",14,"READING SD","TENTH & GREEN EL SCH",5,"ELL",25,0.0,0.0,100.0,0.0
114067002,"000005026","Berks",14,"READING SD","TENTH & GREEN EL SCH",5,"Economically Disadvantaged",67,0.0,16.4,83.6,0.0
114067002,"000005027","Berks",14,"READING SD","THIRTEENTH & GREEN E",5,"All students",96,0.0,29.2,67.7,3.1
114067002,"000005027","Berks",14,"READING SD","THIRTEENTH & GREEN E",5,"Male",42,0.0,21.4,73.8,4.8
114067002,"000005027","Berks",14,"READING SD","THIRTEENTH & GREEN E",5,"Female",54,0.0,35.2,63.0,1.9
114067002,"000005027","Berks",14,"READING SD","THIRTEENTH & GREEN E",5,"White",15,0.0,40.0,60.0,0.0
114067002,"000005027","Berks",14,"READING SD","THIRTEENTH & GREEN E",5,"Hispanic",74,0.0,27.0,68.9,4.1
114067002,"000005027","Berks",14,"READING SD","THIRTEENTH & GREEN E",5,"IEP",15,0.0,6.7,80.0,13.3
114067002,"000005027","Berks",14,"READING SD","THIRTEENTH & GREEN E",5,"ELL",10,0.0,0.0,80.0,20.0
114067002,"000005027","Berks",14,"READING SD","THIRTEENTH & GREEN E",5,"Economically Disadvantaged",91,0.0,29.7,67.0,3.3
114067002,"000000832","Berks",14,"READING SD","THIRTEENTH & UNION E",5,"All students",109,0.0,26.6,70.6,2.8
114067002,"000000832","Berks",14,"READING SD","THIRTEENTH & UNION E",5,"Male",55,0.0,20.0,76.4,3.6
114067002,"000000832","Berks",14,"READING SD","THIRTEENTH & UNION E",5,"Female",54,0.0,33.3,64.8,1.9
114067002,"000000832","Berks",14,"READING SD","THIRTEENTH & UNION E",5,"White",22,0.0,31.8,63.6,4.5
114067002,"000000832","Berks",14,"READING SD","THIRTEENTH & UNION E",5,"Black",13,0.0,15.4,84.6,0.0
114067002,"000000832","Berks",14,"READING SD","THIRTEENTH & UNION E",5,"Hispanic",71,0.0,23.9,73.2,2.8
114067002,"000000832","Berks",14,"READING SD","THIRTEENTH & UNION E",5,"IEP",18,0.0,0.0,88.9,11.1
114067002,"000000832","Berks",14,"READING SD","THIRTEENTH & UNION E",5,"ELL",15,0.0,6.7,93.3,0.0
114067002,"000000832","Berks",14,"READING SD","THIRTEENTH & UNION E",5,"Economically Disadvantaged",75,0.0,20.0,77.3,2.7
114067002,"000000833","Berks",14,"READING SD","THOMAS H FORD EL SCH",5,"All students",66,0.0,30.3,68.2,1.5
114067002,"000000833","Berks",14,"READING SD","THOMAS H FORD EL SCH",5,"Male",31,0.0,22.6,74.2,3.2
114067002,"000000833","Berks",14,"READING SD","THOMAS H FORD EL SCH",5,"Female",35,0.0,37.1,62.9,0.0
114067002,"000000833","Berks",14,"READING SD","THOMAS H FORD EL SCH",5,"Hispanic",52,0.0,21.2,76.9,1.9
114067002,"000000833","Berks",14,"READING SD","THOMAS H FORD EL SCH",5,"IEP",16,0.0,6.3,87.5,6.3
114067002,"000000833","Berks",14,"READING SD","THOMAS H FORD EL SCH",5,"Economically Disadvantaged",51,0.0,33.3,64.7,2.0
114067002,"000005025","Berks",14,"READING SD","TWELFTH & MARION EL",5,"All students",95,0.0,43.2,54.7,2.1
114067002,"000005025","Berks",14,"READING SD","TWELFTH & MARION EL",5,"Male",53,0.0,37.7,60.4,1.9
114067002,"000005025","Berks",14,"READING SD","TWELFTH & MARION EL",5,"Female",42,0.0,50.0,47.6,2.4
114067002,"000005025","Berks",14,"READING SD","TWELFTH & MARION EL",5,"White",11,0.0,18.2,72.7,9.1
114067002,"000005025","Berks",14,"READING SD","TWELFTH & MARION EL",5,"Black",14,0.0,21.4,78.6,0.0
114067002,"000005025","Berks",14,"READING SD","TWELFTH & MARION EL",5,"Hispanic",70,0.0,51.4,47.1,1.4
114067002,"000005025","Berks",14,"READING SD","TWELFTH & MARION EL",5,"IEP",17,0.0,5.9,88.2,5.9
114067002,"000005025","Berks",14,"READING SD","TWELFTH & MARION EL",5,"ELL",11,0.0,18.2,72.7,9.1
114067002,"000005025","Berks",14,"READING SD","TWELFTH & MARION EL",5,"Economically Disadvantaged",79,0.0,43.0,55.7,1.3
114067002,"000000831","Berks",14,"READING SD","TYSON-SCHOENER EL SC",5,"All students",78,0.0,15.4,75.6,9.0
114067002,"000000831","Berks",14,"READING SD","TYSON-SCHOENER EL SC",5,"Male",31,0.0,3.2,80.6,16.1
114067002,"000000831","Berks",14,"READING SD","TYSON-SCHOENER EL SC",5,"Female",47,0.0,23.4,72.3,4.3
114067002,"000000831","Berks",14,"READING SD","TYSON-SCHOENER EL SC",5,"Hispanic",67,0.0,14.9,76.1,9.0
114067002,"000000831","Berks",14,"READING SD","TYSON-SCHOENER EL SC",5,"IEP",16,0.0,0.0,68.8,31.3
114067002,"000000831","Berks",14,"READING SD","TYSON-SCHOENER EL SC",5,"ELL",17,0.0,0.0,76.5,23.5
114067002,"000000831","Berks",14,"READING SD","TYSON-SCHOENER EL SC",5,"Economically Disadvantaged",74,0.0,14.9,78.4,6.8
114067503,"000000864","Berks",14,"SCHUYLKILL VALLEY SD","SCHUYLKILL VALLEY HS",11,"All students",175,12.0,76.6,11.4,0.0
114067503,"000000864","Berks",14,"SCHUYLKILL VALLEY SD","SCHUYLKILL VALLEY HS",11,"Male",85,10.6,71.8,17.6,0.0
114067503,"000000864","Berks",14,"SCHUYLKILL VALLEY SD","SCHUYLKILL VALLEY HS",11,"Female",89,13.5,80.9,5.6,0.0
114067503,"000000864","Berks",14,"SCHUYLKILL VALLEY SD","SCHUYLKILL VALLEY HS",11,"White",161,13.0,76.4,10.6,0.0
114067503,"000000864","Berks",14,"SCHUYLKILL VALLEY SD","SCHUYLKILL VALLEY HS",11,"IEP",19,0.0,57.9,42.1,0.0
114067503,"000000864","Berks",14,"SCHUYLKILL VALLEY SD","SCHUYLKILL VALLEY HS",11,"Economically Disadvantaged",25,4.0,80.0,16.0,0.0
114067503,"000006888","Berks",14,"SCHUYLKILL VALLEY SD","SCHUYLKILL VALLEY MI",5,"All students",132,3.0,72.0,25.0,0.0
114067503,"000006888","Berks",14,"SCHUYLKILL VALLEY SD","SCHUYLKILL VALLEY MI",5,"Male",62,4.8,62.9,32.3,0.0
114067503,"000006888","Berks",14,"SCHUYLKILL VALLEY SD","SCHUYLKILL VALLEY MI",5,"Female",70,1.4,80.0,18.6,0.0
114067503,"000006888","Berks",14,"SCHUYLKILL VALLEY SD","SCHUYLKILL VALLEY MI",5,"White",115,3.5,69.6,27.0,0.0
114067503,"000006888","Berks",14,"SCHUYLKILL VALLEY SD","SCHUYLKILL VALLEY MI",5,"IEP",15,0.0,33.3,66.7,0.0
114067503,"000006888","Berks",14,"SCHUYLKILL VALLEY SD","SCHUYLKILL VALLEY MI",5,"Economically Disadvantaged",23,0.0,65.2,34.8,0.0
114067503,"000006888","Berks",14,"SCHUYLKILL VALLEY SD","SCHUYLKILL VALLEY MI",8,"All students",160,18.8,73.1,7.5,0.6
114067503,"000006888","Berks",14,"SCHUYLKILL VALLEY SD","SCHUYLKILL VALLEY MI",8,"Male",87,17.2,73.6,9.2,0.0
114067503,"000006888","Berks",14,"SCHUYLKILL VALLEY SD","SCHUYLKILL VALLEY MI",8,"Female",73,20.5,72.6,5.5,1.4
114067503,"000006888","Berks",14,"SCHUYLKILL VALLEY SD","SCHUYLKILL VALLEY MI",8,"White",148,20.3,71.6,7.4,0.7
114067503,"000006888","Berks",14,"SCHUYLKILL VALLEY SD","SCHUYLKILL VALLEY MI",8,"IEP",23,0.0,69.6,26.1,4.3
114067503,"000006888","Berks",14,"SCHUYLKILL VALLEY SD","SCHUYLKILL VALLEY MI",8,"Economically Disadvantaged",24,4.2,87.5,8.3,0.0
114068003,"000006321","Berks",14,"TULPEHOCKEN AREA SD","BETHEL EL",5,"All students",57,1.8,43.9,52.6,1.8
114068003,"000006321","Berks",14,"TULPEHOCKEN AREA SD","BETHEL EL",5,"Male",28,3.6,42.9,50.0,3.6
114068003,"000006321","Berks",14,"TULPEHOCKEN AREA SD","BETHEL EL",5,"Female",29,0.0,44.8,55.2,0.0
114068003,"000006321","Berks",14,"TULPEHOCKEN AREA SD","BETHEL EL",5,"White",51,2.0,45.1,51.0,2.0
114068003,"000006321","Berks",14,"TULPEHOCKEN AREA SD","BETHEL EL",5,"Economically Disadvantaged",28,3.6,35.7,57.1,3.6
114068003,"000006322","Berks",14,"TULPEHOCKEN AREA SD","PENN BERNVILLE EL",5,"All students",51,11.8,80.4,7.8,0.0
114068003,"000006322","Berks",14,"TULPEHOCKEN AREA SD","PENN BERNVILLE EL",5,"Male",23,8.7,78.3,13.0,0.0
114068003,"000006322","Berks",14,"TULPEHOCKEN AREA SD","PENN BERNVILLE EL",5,"Female",28,14.3,82.1,3.6,0.0
114068003,"000006322","Berks",14,"TULPEHOCKEN AREA SD","PENN BERNVILLE EL",5,"White",44,13.6,81.8,4.5,0.0
114068003,"000006322","Berks",14,"TULPEHOCKEN AREA SD","PENN BERNVILLE EL",5,"Economically Disadvantaged",13,15.4,69.2,15.4,0.0
114068003,"000004670","Berks",14,"TULPEHOCKEN AREA SD","TULPEHOCKEN JSHS",8,"All students",122,1.6,68.0,26.2,4.1
